Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
QLD,Powerlink,"02/08/2022 07:00
Tuesday","22/08/2022 17:00
Monday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
20.4 Days",20.4 Days,,,,,,,
QLD,Powerlink,"29/08/2022 07:00
Monday","16/09/2022 17:00
Friday",Nebo - Strathmore (878) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
18.4 Days",18.4 Days,,,,,,,
QLD,Powerlink,"13/09/2022 07:00
Tuesday","23/09/2022 17:00
Friday",Bouldercombe - Broadsound (820) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 120 hrs
Night: 120 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
10.4 Days",10.4 Days,,,,,,,
QLD,Powerlink,"17/10/2022 07:00
Monday","03/11/2022 17:00
Thursday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 24 hrs
Night: 48 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
17.4 Days",17.4 Days,,,,,,,
TAS,TasNetworks,"18/10/2022 07:00
Tuesday","18/10/2022 15:30
Tuesday",Gordon - Chapel St 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,"Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8.5 Hours",8.5 Hours,,,,,,,
TAS,TasNetworks,"19/10/2022 07:00
Wednesday","19/10/2022 15:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,"Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8 Hours",8 Hours,,,,,,,
QLD,Powerlink,"06/02/2023 17:01
Monday","03/03/2023 17:00
Friday",Strathmore No.1 275/132 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
25 Days",25 Days,,,,,,,
QLD,Powerlink,"04/04/2023 07:00
Tuesday","05/04/2023 17:00
Wednesday",Bouldercombe - Nebo (821) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 6 hrs
Night: 8 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
1.4 Days",1.4 Days,,,,,,,
QLD,Powerlink,"05/04/2023 08:00
Wednesday","19/04/2023 17:00
Wednesday",Strathmore - Ross (8857) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.","Day: 72 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
14.4 Days",14.4 Days,,,,,,,
QLD,Powerlink,"20/04/2023 08:00
Thursday","21/04/2023 17:00
Friday",Ross No.4 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
1.4 Days",1.4 Days,,,,,,,
"The following fields of data are submitted by NSPs to AEMO.
P Unplanned - Outage is forced outage, trip or submitted with short notice.
P DNSP(s) Aware - The TNSP that submitted the outage confirms they have notified DNSP(s) that are impacted by this outage and made aware of the risks of next contingency.
P Generator(s) Aware -  The TNSP that submitted the outage confirms they have notified generator(s) that are directly impacted by this outage and made aware of potential risks of next credible contingency.
P Inter-Regional - The TNSP that submitted the outage confirms they have notified other TNSP(s) that may be impacted by this outage, often in the neighbouring region.

Disclaimer
This document or the information in it may be subsequently updated or amended. This document does not constitute legal or business advice, and should not be relied on as a substitute for obtaining detailed advice about the National Electricity Law, the 
National Electricity Rules, or any other applicable laws, procedures or policies. AEMO has made every effort to ensure the quality of the information in this document but cannot guarantee its accuracy or completeness.
Accordingly, to the maximum extent permitted by law, AEMO and its officers, employees and consultants involved in the preparation of this document:
* make no representation or warranty, express or implied, as to the currency, accuracy, reliability or completeness of the information in this document; and
* are not liable (whether by reason of negligence or otherwise) for any statements or representations in this document, or any omissions from it, or for any use or reliance on the information in it.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
