Region,NSP,Start,Finish,Network Asset,Recall_Day_Hours,Recall_Night_Hours,Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,Status_Description,Status_Code,Reason,Duration_Hours,Impact,file_name,Duration_Category,Asset Type
VIC,AusNet,2024-08-29 07:00:00,2024-08-29 17:00:00,Haunted Gully - Tarrone 500 Kv line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-28 07:00:00,2024-08-28 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-15,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-28 07:00:00,2024-08-28 17:00:00,Haunted Gully - Tarrone 500 Kv line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-27 07:00:00,2024-08-27 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-15,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-27 07:00:00,2024-08-27 17:00:00,Haunted Gully - Tarrone 500 Kv line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-26 07:00:00,2024-08-26 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-15,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-26 07:00:00,2024-08-26 17:00:00,Haunted Gully - Tarrone 500 Kv line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-25 07:00:00,2024-08-25 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,1,0,0,0,0,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-15,11.0–12.0 hrs,Line
VIC,AusNet,2025-02-23 06:00:00,2025-03-23 18:00:00,Moorabool–Sydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,684.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-15,156.0–3950.4 hrs,Line
VIC,AusNet,2025-04-10 07:00:00,2025-04-10 17:00:00,Rowville - South Morang 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:   • Cause a large reduction in generation in Victoria  • Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2025-04-04 06:00:00,2025-04-04 16:00:00,Moorabool - Mortlake 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-15,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-30 07:00:00,2024-09-30 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-23 07:00:00,2024-09-23 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-16 07:00:00,2024-09-16 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-09 07:00:00,2024-09-09 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-07-09 06:30:00,2024-07-09 18:00:00,Hazelwood - Rowville 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,STLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-08,11.0–12.0 hrs,Line
NSW,Transgrid,2024-08-02 21:00:00,2024-08-03 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,4.0,4.0,0,0,0,1,1,Planned,MTLTP,Commissioning,20.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,12.0–52.8 hrs,Line
VIC,AusNet,2024-07-30 06:00:00,2024-07-30 18:00:00,Moorabool - Mortlake 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-29 06:00:00,2024-07-29 18:00:00,Moorabool - Mortlake 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-18 06:00:00,2024-07-18 18:00:00,Moorabool - Haunted Gully 500 kV line,2.0,0.0,1,0,0,1,1,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-13 06:30:00,2024-07-13 18:00:00,Hazelwood - South Morang No.1 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-12 06:30:00,2024-07-12 18:00:00,Hazelwood - South Morang No.1 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-11 06:30:00,2024-07-11 18:00:00,Hazelwood - Rowville 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-08,11.0–12.0 hrs,Line
VIC,TOA,2024-07-11 06:00:00,2024-07-11 18:00:00,Ararat - Crowlands 220kV Line,1.0,0.0,1,0,0,1,1,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-10 06:30:00,2024-07-10 18:00:00,Hazelwood - Rowville 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-07-08,11.0–12.0 hrs,Line
VIC,TOA,2024-07-10 06:00:00,2024-07-10 18:00:00,Ararat - Waubra 220 kV Line,0.0,0.0,0,0,0,1,1,Planned,MTLTP,Commissioning,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-10 06:00:00,2024-08-10 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,<<NEW since the last notification>>  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-11 06:00:00,2024-08-11 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,<<NEW since the last notification>>  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-19 07:00:00,2024-08-19 17:00:00,Kiamal SF - MurraWarra 220 kV Line,60.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-09-02 07:00:00,2024-09-02 17:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-29 07:00:00,2024-08-29 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3.0,0.0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-20 07:00:00,2024-08-20 17:00:00,Kerang-Wemen 220 kV Line,0.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2024-08-21 07:00:00,2024-08-21 17:00:00,Horsham - MurraWarra 220 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-07-08,8.5–10.0 hrs,Line
VIC,AusNet,2025-02-23 06:00:00,2025-03-23 18:00:00,MooraboolSydenham No.1 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,684.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-07-08,156.0–3950.4 hrs,Line
QLD,Powerlink,2024-09-11 08:00:00,2024-09-11 16:00:00,Stanwell - Broadsound (856) 275 kV Line,1.0,0.0,0,0,0,0,0,Planned,SUBMIT,Commissioning,8.0,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.    Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk,2024-07-01,0.2–8.5 hrs,Line
QLD,Powerlink,2024-09-09 09:00:00,2024-09-09 17:00:00,Stanwell - Broadsound (856) 275 kV Line,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,8.0,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.    Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk,2024-07-01,0.2–8.5 hrs,Line
SA,ElectraNet,2024-07-06 08:15:00,2024-07-06 19:30:00,Heywood - South East No.1 275 kV Line,6.0,0.0,0,0,0,0,1,Planned,MTLTP,Maintenance,11.3,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-01,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-05 06:00:00,2024-08-05 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-01,11.0–12.0 hrs,Line
SA,ElectraNet,2024-07-16 08:30:00,2024-07-16 16:30:00,Tailem Bend - Tungkillo No.1 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,8.0,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:   • Initiate the orderly separation of SA from the rest of the NEM.                 • Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-07-01,0.2–8.5 hrs,Line
QLD,Powerlink,2024-07-11 07:00:00,2024-07-11 15:00:00,Bouldercombe - Broadsound (820) 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,8.0,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-07-01,0.2–8.5 hrs,Line
QLD,Powerlink,2024-07-10 09:00:00,2024-07-10 17:00:00,Bouldercombe - Broadsound (820) 275 kV Line,0.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,8.0,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-07-01,0.2–8.5 hrs,Line
NSW,Transgrid,2024-07-09 07:00:00,2024-07-09 16:00:00,Tamworth No.3 330 kV Bus,1.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,9.0,A credible contingency event during this planned outage could cause:   • Synchronous separation of the Queensland region from the rest of the NEM,2024-07-01,8.5–10.0 hrs,Bus
SA,ElectraNet,2024-07-07 08:15:00,2024-07-07 19:30:00,Heywood - South East No.2 275 kV Line,6.0,0.0,0,0,0,0,1,Planned,MTLTP,Maintenance,11.3,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:  • Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).  • Post contingent FCAS will be sourced within SA following Separation event.,2024-07-01,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-05 06:00:00,2024-08-07 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,60.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-01,52.8–129.6 hrs,Line
VIC,AusNet,2024-08-20 06:00:00,2024-08-20 18:00:00,Kerang-Wemen 220 kV Line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-01,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-07 06:00:00,2024-08-07 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-01,11.0–12.0 hrs,Line
VIC,AusNet,2024-08-06 06:00:00,2024-08-06 18:00:00,Kerang-Wemen 220 kV Line,5.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:   • Load shedding in the Victorian outer grid  • Market intervention through issuing of directions.,2024-07-01,11.0–12.0 hrs,Line
VIC,AusNet,2024-10-15 06:00:00,2024-10-25 16:00:00,MooraboolSydenham No.2 500 kV Line,4.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,249.6,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-06-24,156.0–3950.4 hrs,Line
VIC,AusNet,2024-10-01 06:00:00,2024-10-11 16:00:00,MooraboolSydenham No.1 500 kV Line,0.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,249.6,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-06-24,156.0–3950.4 hrs,Line
VIC,AusNet,2024-06-24 08:00:00,2024-06-24 17:00:00,Dederang - Wodonga 330 kV Line,2.0,0.0,0,0,1,1,1,Planned,PDLTP,Maintenance,9.0,<<NEW since the last notification>>  This line outage offloads X5 220 kV line.   Possible load shedding and risk of large reduction in generation in NSW and interconnector capacity between  NSW - Victoria following a credible contingency,2024-06-24,8.5–10.0 hrs,Line
VIC,AusNet,2024-07-17 07:00:00,2024-07-17 16:30:00,Rowville - South Morang 500 kV Line,1.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,9.5,"<<NEW since the last notification>>  This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-06-24,8.5–10.0 hrs,Line
NSW,Transgrid,2024-07-13 21:00:00,2024-07-14 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,4.0,4.0,0,0,0,1,1,Planned,MTLTP,Commissioning,20.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-06-24,12.0–52.8 hrs,Line
QLD,Powerlink,2024-07-18 09:00:00,2024-07-18 17:00:00,Stanwell - Broadsound (856) 275 kV Line,3.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,8.0,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may result in shedding Far North QLD load and Lilyvale local load.    Following a credible contingency market intervention through issuing of directions may be required. If market intervention is unsuccessful all of North QLD load would be in a credible risk,2024-06-24,0.2–8.5 hrs,Line
VIC,AusNet,2024-07-05 06:00:00,2024-07-05 18:00:00,Hazelwood - South Morang No.2 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,12.0,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-06-24,11.0–12.0 hrs,Line
VIC,AusNet,2024-07-04 06:00:00,2024-07-04 18:00:00,Hazelwood - South Morang No.1 500 kV Line,2.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,12.0,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-06-24,11.0–12.0 hrs,Line
SA,ElectraNet,2024-06-30 11:00:00,2024-06-30 16:30:00,Tailem Bend - Tungkillo No.2 275 kV Line,48.0,48.0,0,0,0,0,0,Planned,MTLTP,Maintenance,5.5,<<NEW since the last notification>>  A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,0.2–8.5 hrs,Line
SA,ElectraNet,2024-06-26 08:15:00,2024-06-26 19:30:00,Heywood - South East No.2 275 kV Line,4.0,0.0,0,0,0,0,1,Planned,STLTP,Maintenance,11.3,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-06-24,11.0–12.0 hrs,Line
VIC,AusNet,2024-06-25 08:00:00,2024-06-25 15:30:00,Hazelwood - South Morang No.1 500 kV Line,1.0,0.0,0,0,0,0,0,Planned,MTLTP,Maintenance,7.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-06-24,0.2–8.5 hrs,Line
NSW,Transgrid,2024-06-25 07:00:00,2024-06-25 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,2.0,0.0,0,0,1,1,1,Planned,MTLTP,Commissioning,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-06-24,8.5–10.0 hrs,Line
SA,ElectraNet,2024-06-18 08:11:00,2024-06-24 17:30:00,Tailem Bend - Tungkillo No.2 275 kV Line,6.0,12.0,0,0,0,0,1,In Progress,PTP,Maintenance,153.6,<<UPDATED since the last notification>>  A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Line
VIC,AusNet,2024-07-19 06:00:00,2024-07-19 18:00:00,Moorabool - Haunted Gully 500 kV line,2.0,0.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-06-24,11.0–12.0 hrs,Line
SA,ElectraNet,2024-07-25 07:30:00,2024-08-03 17:30:00,Tailem Bend (6536) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,1,Planned,SUBMIT,Maintenance,225.6,<<NEW since the last notification>>  A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,156.0–3950.4 hrs,Breaker
SA,ElectraNet,2024-08-05 07:30:00,2024-08-11 17:30:00,Tailem Bend - Tungkillo No.2 275 kV Line,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Line
SA,ElectraNet,2025-07-07 07:30:00,2025-07-13 17:30:00,Tailem Bend (6595) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Breaker
SA,ElectraNet,2026-07-27 07:30:00,2026-08-02 17:30:00,Tailem Bend (6536) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Breaker
SA,ElectraNet,2029-08-06 07:30:00,2029-08-12 17:30:00,Tailem Bend (6595) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Breaker
SA,ElectraNet,2028-07-31 07:30:00,2028-08-06 17:30:00,Tailem Bend (6595) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Breaker
SA,ElectraNet,2028-07-03 07:30:00,2028-07-09 17:30:00,Tailem Bend (6595) 275 kV Circuit Breaker,6.0,12.0,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to:    Initiate the orderly separation of SA from the rest of the NEM.                  Source increased local regulation FCAS within SA.    During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ,2024-06-24,129.6–156.0 hrs,Breaker
