Region,NSP,Start,Finish,Network Asset,Recall_Day_Hours,Recall_Night_Hours,Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,Status_Description,Status_Code,Reason,Duration_Hours,Impact,file_name,Asset Type
VIC,AusNet,2025-08-26 07:00:00,2025-08-26 19:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,12.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
NSW,Transgrid,2024-09-30 05:30:00,2024-09-30 22:00:00,Jindera - Wagga (62) 330 kV Line,12,0,0,0,0,0,0,Planned,SUBMIT,Commissioning,16.5,This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer    Between Victoria and New South Wales.   Between South Australia and Victoria on Murraylink  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
QLD,Powerlink,2024-09-05 07:30:00,2024-09-05 17:00:00,Nebo - Strathmore (8845) 275 kV Line,4,0,0,0,0,0,0,Withdraw Requested,,Maintenance,9.5,<<This outage has been WITHDRAWN!>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,Line
VIC,AusNet,2025-03-03 06:00:00,2025-03-03 16:00:00,MooraboolSydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-02-21 06:00:00,2025-02-21 18:00:00,MooraboolSydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
SA,ElectraNet,2028-06-26 07:30:00,2028-07-02 17:30:00,Tailem Bend - South East  No.1 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2024-09-16 06:00:00,2024-09-16 18:00:00,Red Cliffs No.2 220 kV Bus,0,0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,"This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,Bus
VIC,AusNet,2025-06-24 07:00:00,2025-06-24 19:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,12.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
NSW,Transgrid,2024-08-30 07:00:00,2024-09-01 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,12,12,0,0,1,1,1,Planned,MTLTP,Commissioning,57.6,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
SA,ElectraNet,2027-07-26 07:30:00,2027-08-01 17:30:00,Tailem Bend - Tungkillo No.1 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
QLD,Powerlink,2025-03-25 08:00:00,2025-03-27 16:00:00,Nebo - Strathmore (822) 275 kV Line,2,4,0,0,0,0,0,Planned,SUBMIT,Commissioning,55.2,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,Line
VIC,AusNet,2024-08-26 07:00:00,2024-08-26 16:30:00,Rowville - South Morang 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,9.5,"<<This outage has been WITHDRAWN!>>  This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-26,Line
VIC,AusNet,2025-01-20 06:00:00,2025-01-20 21:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,15.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
SA,ElectraNet,2028-07-03 07:30:00,2028-07-09 17:30:00,Tailem Bend - South East  No.2 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2024-09-13 06:00:00,2024-09-13 18:00:00,Red Cliffs No.1 220 kV Bus,2,0,1,0,1,1,1,Planned,SUBMIT,Maintenance,12.0,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Wemen 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,Bus
VIC,AusNet,2024-09-05 06:30:00,2024-09-05 18:30:00,Hazelwood - Loy Yang Power Station No.2 500 kV Line,2,0,0,0,0,0,0,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,Line
NSW,Transgrid,2024-09-20 06:00:00,2024-09-28 18:00:00,Jindera - Wagga (62) 330 kV Line,4,6,0,0,0,0,0,Planned,MTLTP,Maintenance,204.0,This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer    Between Victoria and New South Wales.   Between South Australia and Victoria on Murraylink  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-03-02 06:00:00,2025-03-02 16:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,10.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
QLD,Powerlink,2024-09-20 16:01:00,2024-09-20 17:00:00,Haughton River - Ross (8911) 275 kV Line,0,0,0,0,0,0,0,Planned,SUBMIT,Commissioning,0.98,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,Line
QLD,Powerlink,2025-05-07 08:00:00,2025-05-09 17:00:00,Bouldercombe - Broadsound (820) 275 kV Line,5,3,0,0,0,0,0,Planned,SUBMIT,Commissioning,57.6,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,Line
QLD,Powerlink,2024-12-09 08:00:00,2024-12-11 17:00:00,Strathmore - Ross (8857) 275 kV Line,6,8,0,0,0,1,0,Planned,RESUBMIT,Commissioning,57.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,Line
QLD,Powerlink,2024-09-16 07:00:00,2024-09-16 07:59:00,Haughton River - Ross (8911) 275 kV Line,0,0,0,0,0,0,0,Planned,SUBMIT,Commissioning,0.98,<<NEW since the last notification>>  This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-02-03 06:00:00,2025-02-03 18:00:00,MooraboolSydenham No.1 500 kV Line,2,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-03-04 06:00:00,2025-03-04 16:00:00,Kiamal SF - MurraWarra 220 kV Line,60,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-03-04 06:00:00,2025-03-04 16:00:00,Horsham - MurraWarra 220 kV Line,60,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
SA,ElectraNet,2028-07-17 07:30:00,2028-07-23 17:30:00,Heywood - South East No.2 275 kV Line,6,12,0,0,0,0,1,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2025-01-14 06:00:00,2025-01-14 18:00:00,MooraboolSydenham No.1 500 kV Line,2,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-04-06 12:00:00,2025-04-06 17:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,5.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2024-12-02 06:00:00,2024-12-02 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2024-08-26 06:39:00,2024-08-26 17:30:00,Red Cliffs No.2 220 kV Bus,2,0,1,0,1,1,1,In Progress,PTP,Maintenance,10.8,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,Bus
TAS,TasNetworks,2024-10-28 05:00:00,2024-11-01 20:00:00,George Town - George Town Converter Station 220 kV Line,4,6,0,0,0,1,0,Planned,SUBMIT,Maintenance,110.4,Tasmania will be separated from the NEM,2024-08-26,Line
SA,ElectraNet,2029-07-02 07:30:00,2029-07-08 17:30:00,Tailem Bend - South East  No.1 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2025-02-17 07:00:00,2025-02-17 17:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-04-02 06:00:00,2025-04-02 16:00:00,Haunted Gully - Tarrone 500 Kv line,2,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2024-09-18 06:00:00,2024-09-18 18:00:00,Red Cliffs No.2 220 kV Bus,0,0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,"<<NEW since the last notification>>  This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-26,Bus
VIC,AusNet,2024-08-29 06:30:00,2024-08-29 17:00:00,South Morang - Sydenham No.1 500 kV Line,2,0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-26,Line
VIC,AusNet,2025-07-01 07:00:00,2025-07-01 17:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,10.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
QLD,Powerlink,2025-05-30 12:00:00,2025-05-30 14:00:00,Strathmore - Ross (8857) 275 kV Line,18,48,0,0,0,0,0,Planned,SUBMIT,Commissioning,2.0,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-04-03 06:00:00,2025-04-03 18:00:00,Kiamal SF-Red Cliffs 220 kV LINE,2,0,1,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-02-17 06:00:00,2025-02-17 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
NSW,Transgrid,2024-09-04 07:00:00,2024-09-04 17:00:00,Liddell to Muswellbrook (83) 330 kV Line,2,0,0,0,1,1,1,Planned,MTLTP,Maintenance,10.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-26,Line
VIC,TOA,2025-06-19 07:00:00,2025-06-19 12:00:00,Ararat - Waubra 220 kV Line,0,0,1,0,0,0,0,Planned,SUBMIT,Maintenance,5.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-01-13 06:00:00,2025-01-13 18:00:00,MooraboolSydenham No.1 500 kV Line,2,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-02-10 06:00:00,2025-02-10 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2025-03-07 05:00:00,2025-03-13 17:00:00,Moorabool - Mortlake 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,156.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2024-09-11 06:30:00,2024-09-11 17:00:00,Hazelwood - Loy Yang Power Station No.3 500 kV Line,2,0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.5,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,Line
SA,ElectraNet,2027-06-28 07:30:00,2027-07-04 17:30:00,Tailem Bend - South East  No.1 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
NSW,Transgrid,2024-09-05 07:00:00,2024-09-05 17:00:00,Liddell to Muswellbrook (83) 330 kV Line,2,0,0,0,1,1,1,Planned,MTLTP,Maintenance,10.0,<<NEW since the last notification>>  A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-26,Line
VIC,TOA,2025-04-28 07:00:00,2025-04-28 12:00:00,Ararat - Waubra 220 kV Line,0,0,1,0,0,0,0,Planned,SUBMIT,Maintenance,5.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
VIC,AusNet,2025-02-11 07:00:00,2025-02-11 17:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2024-09-04 06:30:00,2024-09-04 16:30:00,Hazelwood - Loy Yang Power Station No.1 500 kV Line,2,0,0,0,0,0,0,Planned,MTLTP,Maintenance,10.0,A credible contingency event during this planned outage could cause:   A large reduction in generation in Victoria   Load shedding in Victoria,2024-08-26,Line
QLD,Powerlink,2025-03-03 08:00:00,2025-03-07 17:00:00,Nebo - Strathmore (822) 275 kV Line,48,48,0,0,0,0,0,Planned,SUBMIT,Maintenance,105.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,Line
SA,ElectraNet,2029-07-09 07:30:00,2029-07-15 17:30:00,Tailem Bend - South East  No.2 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2025-06-23 07:00:00,2025-06-23 17:00:00,Buronga - Redcliffs (OX1) 220 kV Line.,60,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-26,Line
QLD,Powerlink,2025-11-24 08:00:00,2025-11-28 17:00:00,Nebo - Strathmore (822) 275 kV Line,48,48,0,0,0,0,0,Planned,SUBMIT,Maintenance,105.6,This is a high impact outage because the recall time is greater than 30 minutes.  A credible contingency event during this planned outage may require market intervention through issuing of directions. ,2024-08-26,Line
SA,ElectraNet,2026-08-03 07:30:00,2026-08-09 17:30:00,Tailem Bend - Tungkillo No.2 275 kV Line,6,12,0,0,0,0,0,Planned,SUBMIT,Maintenance,153.6,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-26,Line
VIC,AusNet,2025-02-22 06:00:00,2025-02-22 18:00:00,MooraboolSydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-26,Line
VIC,AusNet,2024-08-23 07:00:00,2024-08-23 18:00:00,Haunted Gully - Tarrone 500 Kv line,2,0,0,0,0,1,1,Planned,MTLTP,Maintenance,11.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-12,Line
VIC,AusNet,2024-08-22 07:00:00,2024-08-22 18:00:00,Haunted Gully - Tarrone 500 Kv line,2,0,0,0,0,1,1,Planned,MTLTP,Maintenance,11.0,A credible contingency event during this planned outage could cause  synchronous separation of the South Australia region from the rest of  the NEM.  During this planned outage:   Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).   Post contingent FCAS will be sourced within SA following Separation event.,2024-08-12,Line
VIC,AusNet,2024-08-25 06:30:00,2024-08-25 17:30:00,Red Cliffs No.2 220 kV Bus,2,0,1,0,1,1,1,Planned,MTLTP,Maintenance,11.0,"This bus outage offloads Red Cliffs - Kiamal 220kV line, and Red Cliffs capacitor banks will be unavailable for automatic switching.  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.",2024-08-12,Bus
VIC,AusNet,2024-09-03 07:00:00,2024-09-03 19:00:00,Kiamal SF-Red Cliffs 220 kV LINE,3,0,0,0,0,0,0,Withdrawn,,Maintenance,12.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2024-08-19 06:30:00,2024-08-19 18:00:00,Hazelwood - Rowville 500 kV Line,2,0,0,0,0,0,0,Planned,MTLTP,Maintenance,11.5,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-12,Line
VIC,AusNet,2024-09-12 07:30:00,2024-09-12 17:00:00,Hazelwood - South Morang No.1 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,9.5,"<<This outage has been WITHDRAWN!>>  This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-12,Line
NSW,Transgrid,2024-08-14 07:30:00,2024-08-14 16:00:00,Muswellbrook - Tamworth (88) 330 kV Line,2,0,0,0,1,1,1,Planned,MTLTP,Maintenance,8.5,A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-12,Line
NSW,Transgrid,2024-08-15 07:30:00,2024-08-15 16:00:00,Muswellbrook - Tamworth (88) 330 kV Line,2,0,0,0,1,1,1,Planned,MTLTP,Maintenance,8.5,A credible contingency event during this planned outage could cause:    Synchronous separation of the Queensland region from the rest of the NEM,2024-08-12,Line
NSW,Transgrid,2024-09-26 07:00:00,2024-09-26 17:00:00,Kiamal SF - Red Cliffs 220 kV Line,4,0,0,0,0,1,1,Withdrawn,,Commissioning,10.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
NSW,Transgrid,2024-09-23 07:00:00,2024-09-23 17:00:00,Kiamal SF - Red Cliffs 220 kV Line,4,0,0,0,0,1,1,Withdrawn,,Commissioning,10.0,<<This outage has been WITHDRAWN!>>  A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2024-10-21 06:00:00,2024-10-21 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-12,Line
VIC,AusNet,2024-10-14 06:00:00,2024-10-14 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-12,Line
VIC,AusNet,2024-08-20 06:00:00,2024-08-20 19:30:00,Kerang-Wemen 220 kV Line,0,0,1,0,1,1,1,Planned,MTLTP,Maintenance,13.5,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2024-09-11 07:30:00,2024-09-11 17:00:00,Hazelwood - South Morang No.1 500 kV Line,2,0,0,0,0,0,0,Withdrawn,,Maintenance,9.5,"<<This outage has been WITHDRAWN!>>  This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:    Cause a large reduction in generation in Victoria   Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-12,Line
NSW,Transgrid,2024-08-17 21:00:00,2024-08-18 17:00:00,Buronga - Red Cliffs (X1) 220 kV line,4,4,0,0,0,1,1,Planned,MTLTP,Commissioning,20.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2024-08-22 06:00:00,2024-08-22 18:00:00,Kerang-Wemen 220 kV Line,0,0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2024-10-28 06:00:00,2024-10-28 16:00:00,MooraboolSydenham No.2 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-12,Line
VIC,AusNet,2024-08-21 06:00:00,2024-08-21 18:00:00,Kerang-Wemen 220 kV Line,0,0,1,0,1,1,1,Planned,MTLTP,Maintenance,12.0,A credible contingency event during this planned outage may require:    Load shedding in the Victorian outer grid   Market intervention through issuing of directions.,2024-08-12,Line
VIC,AusNet,2025-03-10 06:00:00,2025-03-10 16:00:00,Moorabool–Sydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,10.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-05,Line
VIC,AusNet,2025-01-14 06:00:00,2025-01-14 18:00:00,Moorabool–Sydenham No.1 500 kV Line,2,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-05,Line
VIC,AusNet,2025-02-22 06:00:00,2025-02-22 18:00:00,Moorabool–Sydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-05,Line
VIC,AusNet,2024-09-24 07:00:00,2024-09-26 18:00:00,South Morang - Sydenham No.2 500 kV Line,24,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,60.0,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW  A credible contingency event during this planned outage could:   • Cause a large reduction in generation in Victoria  • Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",2024-08-05,Line
VIC,AusNet,2025-02-21 06:00:00,2025-02-21 18:00:00,Moorabool–Sydenham No.1 500 kV Line,4,0,0,0,0,0,0,Planned,SUBMIT,Maintenance,12.0,A credible contingency event during this planned outage may require market intervention through issuing of directions,2024-08-05,Line
