Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
