Region,NSP,Start,Finish,Network Asset,Impact,Recall,Status,"Status and
Market Notice",Project Work?,Unplanned?,DNSP Aware?,Generator Aware?,Inter-Regional,"Reason and
Duration",Duration,,,,,,,
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
QLD,Powerlink,"12/05/2022 08:00
Thursday","12/05/2022 15:00
Thursday",Strathmore No.1 275/132 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"Commissioning
7 Hours",7 Hours,,,,,,,
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
QLD,Powerlink,"24/05/2022 07:00
Tuesday","03/06/2022 17:00
Friday",Bouldercombe - Broadsound (820) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 120 hrs
Night: 120 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
10.4 Days",10.4 Days,,,,,,,
QLD,Powerlink,"30/05/2022 07:00
Monday","17/06/2022 17:00
Friday",Nebo - Broadsound (8846) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
18.4 Days",18.4 Days,,,,,,,
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
• Load shedding in the Victorian outer grid
• Market intervention through issuing of directions.","Day: 4 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
9 Hours",9 Hours,,,,,,,
SA,ElectraNet,"06/06/2022 12:30
Monday","08/06/2022 17:30
Wednesday",Tailem Bend - South East  No.2 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
2.2 Days",2.2 Days,,,,,,,
QLD,Powerlink,"08/06/2022 07:00
Wednesday","08/06/2022 17:00
Wednesday",Haughton River - Strathmore (879) 275 kV Line,"<<NEW since the last notification>>
This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.","Day: 2 hrs
Night: 2 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Maintenance
10 Hours",10 Hours,,,,,,,
SA,ElectraNet,"17/06/2022 08:00
Friday","23/06/2022 08:15
Thursday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Commissioning
6 Days",6 Days,,,,,,,
SA,ElectraNet,"23/06/2022 08:15
Thursday","25/06/2022 13:30
Saturday",Heywood - South East No.1 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Commissioning
2.2 Days",2.2 Days,,,,,,,
SA,ElectraNet,"02/07/2022 08:00
Saturday","06/07/2022 08:00
Wednesday",Heywood - South East No.2 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Commissioning
4 Days",4 Days,,,,,,,
SA,ElectraNet,"06/07/2022 08:00
Wednesday","09/07/2022 17:30
Saturday",Heywood - South East No.2 275 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
• Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
• Post contingent FCAS will be sourced within SA following Separation event.","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,T,"Commissioning
3.4 Days",3.4 Days,,,,,,,
SA,ElectraNet,"12/07/2022 08:00
Tuesday","17/07/2022 08:00
Sunday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"Commissioning
5 Days",5 Days,,,,,,,
SA,ElectraNet,"17/07/2022 08:00
Sunday","19/07/2022 12:30
Tuesday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,T,,T,"Commissioning
2.2 Days",2.2 Days,,,,,,,
SA,ElectraNet,"19/07/2022 12:30
Tuesday","21/07/2022 17:30
Thursday",Tailem Bend - South East  No.1 275 kV Line,"A credible contingency event during this planned outage could leave South Australia connected to the NEM only via the South Australian 132 kV network. To maintain system security following this contingency AEMO will need to: 
• Initiate the orderly separation of SA from the rest of the NEM.               
• Source increased local regulation FCAS within SA.

During this planned outage power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector). ","Day: 159 hrs
Night: 159 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,T,,,"Commissioning
2.2 Days",2.2 Days,,,,,,,
QLD,Powerlink,"02/08/2022 07:00
Tuesday","22/08/2022 17:00
Monday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
20.4 Days",20.4 Days,,,,,,,
QLD,Powerlink,"29/08/2022 07:00
Monday","16/09/2022 17:00
Friday",Nebo - Strathmore (878) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
18.4 Days",18.4 Days,,,,,,,
QLD,Powerlink,"13/09/2022 07:00
Tuesday","23/09/2022 17:00
Friday",Bouldercombe - Broadsound (820) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 120 hrs
Night: 120 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
10.4 Days",10.4 Days,,,,,,,
QLD,Powerlink,"17/10/2022 07:00
Monday","03/11/2022 17:00
Thursday",Nebo - Strathmore (8845) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 24 hrs
Night: 48 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
17.4 Days",17.4 Days,,,,,,,
TAS,TasNetworks,"18/10/2022 07:00
Tuesday","18/10/2022 15:30
Tuesday",Gordon - Chapel St 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,"Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8.5 Hours",8.5 Hours,,,,,,,
TAS,TasNetworks,"19/10/2022 07:00
Wednesday","19/10/2022 15:00
Wednesday",Gordon - Chapel St No.2 220 kV Line,A credible contingency event during this planned outage could cause a large reduction in generation in Tasmania. ,"Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,T,,"Maintenance
8 Hours",8 Hours,,,,,,,
QLD,Powerlink,"06/02/2023 17:01
Monday","03/03/2023 17:00
Friday",Strathmore No.1 275/132 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: NA
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
25 Days",25 Days,,,,,,,
QLD,Powerlink,"04/04/2023 07:00
Tuesday","05/04/2023 17:00
Wednesday",Bouldercombe - Nebo (821) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 6 hrs
Night: 8 hrs",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
1.4 Days",1.4 Days,,,,,,,
QLD,Powerlink,"05/04/2023 08:00
Wednesday","19/04/2023 17:00
Wednesday",Strathmore - Ross (8857) 275 kV Line,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions.","Day: 72 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
14.4 Days",14.4 Days,,,,,,,
QLD,Powerlink,"20/04/2023 08:00
Thursday","21/04/2023 17:00
Friday",Ross No.4 288/138/19 kV Transformer,"This is a high impact outage because the recall time is greater than 30 minutes.
A credible contingency event during this planned outage may require market intervention through issuing of directions. ","Day: 2 hrs
Night: NA",Planned - SUBMIT,"Planned - SUBMIT
",,,,,,"Commissioning
1.4 Days",1.4 Days,,,,,,,
"The following fields of data are submitted by NSPs to AEMO.
P Unplanned - Outage is forced outage, trip or submitted with short notice.
P DNSP(s) Aware - The TNSP that submitted the outage confirms they have notified DNSP(s) that are impacted by this outage and made aware of the risks of next contingency.
P Generator(s) Aware -  The TNSP that submitted the outage confirms they have notified generator(s) that are directly impacted by this outage and made aware of potential risks of next credible contingency.
P Inter-Regional - The TNSP that submitted the outage confirms they have notified other TNSP(s) that may be impacted by this outage, often in the neighbouring region.

Disclaimer
This document or the information in it may be subsequently updated or amended. This document does not constitute legal or business advice, and should not be relied on as a substitute for obtaining detailed advice about the National Electricity Law, the 
National Electricity Rules, or any other applicable laws, procedures or policies. AEMO has made every effort to ensure the quality of the information in this document but cannot guarantee its accuracy or completeness.
Accordingly, to the maximum extent permitted by law, AEMO and its officers, employees and consultants involved in the preparation of this document:
* make no representation or warranty, express or implied, as to the currency, accuracy, reliability or completeness of the information in this document; and
* are not liable (whether by reason of negligence or otherwise) for any statements or representations in this document, or any omissions from it, or for any use or reliance on the information in it.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
,,,,,,,,"
",,,,,,,,,,,,,,
